# beta x_V
1.365636563656365610e+01 4.342643022316760966e-11
1.365836583658365910e+01 4.327944418625791965e-11
1.366036603660366033e+01 4.313295569377386399e-11
1.366236623662366156e+01 4.298696306140777846e-11
1.366436643664366457e+01 4.284146461055420718e-11
1.366636663666366580e+01 4.269645866829103254e-11
1.366836683668366881e+01 4.255194356735926743e-11
1.367036703670367004e+01 4.240791764614497359e-11
1.367236723672367305e+01 4.226437924865906032e-11
1.367436743674367428e+01 4.212132672451933207e-11
1.367636763676367551e+01 4.197875842893054563e-11
1.367836783678367851e+01 4.183667272266591487e-11
1.368036803680367974e+01 4.169506797204864140e-11
1.368236823682368275e+01 4.155394254893220434e-11
1.368436843684368398e+01 4.141329483068268587e-11
1.368636863686368699e+01 4.127312320015906098e-11
1.368836883688368822e+01 4.113342604569563936e-11
1.369036903690368945e+01 4.099420176108263304e-11
1.369236923692369245e+01 4.085544874554804896e-11
1.369436943694369546e+01 4.071716540373956201e-11
1.369636963696369669e+01 4.057935014570585829e-11
1.369836983698369792e+01 4.044200138687819154e-11
1.370037003700370093e+01 4.030511754805228856e-11
1.370237023702370216e+01 4.016869705537065531e-11
1.370437043704370339e+01 4.003273834030369392e-11
1.370637063706370640e+01 3.989723983963204758e-11
1.370837083708370940e+01 3.976219999542883550e-11
1.371037103710371063e+01 3.962761725504151958e-11
1.371237123712371186e+01 3.949349007107379047e-11
1.371437143714371487e+01 3.935981690136804165e-11
1.371637163716371610e+01 3.922659620898795341e-11
1.371837183718371733e+01 3.909382646220008161e-11
1.372037203720372034e+01 3.896150613445669372e-11
1.372237223722372335e+01 3.882963370437834628e-11
1.372437243724372458e+01 3.869820765573618454e-11
1.372637263726372581e+01 3.856722647743429382e-11
1.372837283728372881e+01 3.843668866349252253e-11
1.373037303730373004e+01 3.830659271302954443e-11
1.373237323732373305e+01 3.817693713024472519e-11
1.373437343734373428e+01 3.804772042440191490e-11
1.373637363736373729e+01 3.791894110981134052e-11
1.373837383738373852e+01 3.779059770581343063e-11
1.374037403740373975e+01 3.766268873676099876e-11
1.374237423742374276e+01 3.753521273200264159e-11
1.374437443744374399e+01 3.740816822586612425e-11
1.374637463746374699e+01 3.728155375764071877e-11
1.374837483748374822e+01 3.715536787156136478e-11
1.375037503750375123e+01 3.702960911679098213e-11
1.375237523752375246e+01 3.690427604740469628e-11
1.375437543754375369e+01 3.677936722237241579e-11
1.375637563756375670e+01 3.665488120554259892e-11
1.375837583758375793e+01 3.653081656562609776e-11
1.376037603760376093e+01 3.640717187617885205e-11
1.376237623762376217e+01 3.628394571558645063e-11
1.376437643764376517e+01 3.616113666704683818e-11
1.376637663766376640e+01 3.603874331855492197e-11
1.376837683768376763e+01 3.591676426288556932e-11
1.377037703770377064e+01 3.579519809757774264e-11
1.377237723772377187e+01 3.567404342491867951e-11
1.377437743774377488e+01 3.555329885192712294e-11
1.377637763776377611e+01 3.543296299033807023e-11
1.377837783778377911e+01 3.531303445658602252e-11
1.378037803780378034e+01 3.519351187178988877e-11
1.378237823782378157e+01 3.507439386173639694e-11
1.378437843784378458e+01 3.495567905686461661e-11
1.378637863786378581e+01 3.483736609225048814e-11
1.378837883788378882e+01 3.471945360759042126e-11
1.379037903790379005e+01 3.460194024718648977e-11
1.379237923792379306e+01 3.448482465992996552e-11
1.379437943794379429e+01 3.436810549928667474e-11
1.379637963796379552e+01 3.425178142328071287e-11
1.379837983798379852e+01 3.413585109447940671e-11
1.380038003800379975e+01 3.402031317997813436e-11
1.380238023802380276e+01 3.390516635138437614e-11
1.380438043804380399e+01 3.379040928480319369e-11
1.380638063806380700e+01 3.367604066082123567e-11
1.380838083808380823e+01 3.356205916449230085e-11
1.381038103810380946e+01 3.344846348532160231e-11
1.381238123812381247e+01 3.333525231725091697e-11
1.381438143814381547e+01 3.322242435864381264e-11
1.381638163816381670e+01 3.310997831227049381e-11
1.381838183818381793e+01 3.299791288529257640e-11
1.382038203820382094e+01 3.288622678924856679e-11
1.382238223822382217e+01 3.277491874003921823e-11
1.382438243824382340e+01 3.266398745791226669e-11
1.382638263826382641e+01 3.255343166744790999e-11
1.382838283828382941e+01 3.244325009754442264e-11
1.383038303830383065e+01 3.233344148140328595e-11
1.383238323832383188e+01 3.222400455651444740e-11
1.383438343834383488e+01 3.211493806464198719e-11
1.383638363836383611e+01 3.200624075180995274e-11
1.383838383838383734e+01 3.189791136828731435e-11
1.384038403840384035e+01 3.178994866857394836e-11
1.384238423842384336e+01 3.168235141138645233e-11
1.384438443844384459e+01 3.157511835964370165e-11
1.384638463846384582e+01 3.146824828045238680e-11
1.384838483848384882e+01 3.136173994509311289e-11
1.385038503850385005e+01 3.125559212900645386e-11
1.385238523852385306e+01 3.114980361177829590e-11
1.385438543854385429e+01 3.104437317712648621e-11
1.385638563856385730e+01 3.093929961288613121e-11
1.385838583858385853e+01 3.083458171099637451e-11
1.386038603860385976e+01 3.073021826748588900e-11
1.386238623862386277e+01 3.062620808245929940e-11
1.386438643864386400e+01 3.052254996008361783e-11
1.386638663866386700e+01 3.041924270857389738e-11
1.386838683868386823e+01 3.031628514018024278e-11
1.387038703870387124e+01 3.021367607117340585e-11
1.387238723872387247e+01 3.011141432183191249e-11
1.387438743874387370e+01 3.000949871642786489e-11
1.387638763876387671e+01 2.990792808321367434e-11
1.387838783878387794e+01 2.980670125440888450e-11
1.388038803880388095e+01 2.970581706618606409e-11
1.388238823882388218e+01 2.960527435865817946e-11
1.388438843884388518e+01 2.950507197586455191e-11
1.388638863886388641e+01 2.940520876575820442e-11
1.388838883888388764e+01 2.930568358019207743e-11
1.389038903890389065e+01 2.920649527490604603e-11
1.389238923892389188e+01 2.910764270951400169e-11
1.389438943894389489e+01 2.900912474749017792e-11
1.389638963896389612e+01 2.891094025615673937e-11
1.389838983898389912e+01 2.881308810667007838e-11
1.390039003900390036e+01 2.871556717400850103e-11
1.390239023902390159e+01 2.861837633695871751e-11
1.390439043904390459e+01 2.852151447810317924e-11
1.390639063906390582e+01 2.842498048380749341e-11
1.390839083908390883e+01 2.832877324420702973e-11
1.391039103910391006e+01 2.823289165319480681e-11
1.391239123912391307e+01 2.813733460840813124e-11
1.391439143914391430e+01 2.804210101121656144e-11
1.391639163916391553e+01 2.794718976670870834e-11
1.391839183918391853e+01 2.785259978367987613e-11
1.392039203920391977e+01 2.775832997461977087e-11
1.392239223922392277e+01 2.766437925569942394e-11
1.392439243924392400e+01 2.757074654675936592e-11
1.392639263926392701e+01 2.747743077129654682e-11
1.392839283928392824e+01 2.738443085645264891e-11
1.393039303930392947e+01 2.729174573300112971e-11
1.393239323932393248e+01 2.719937433533518910e-11
1.393439343934393548e+01 2.710731560145567504e-11
1.393639363936393671e+01 2.701556847295872433e-11
1.393839383938393794e+01 2.692413189502338719e-11
1.394039403940394095e+01 2.683300481639970424e-11
1.394239423942394218e+01 2.674218618939682551e-11
1.394439443944394341e+01 2.665167496987049602e-11
1.394639463946394642e+01 2.656147011721128793e-11
1.394839483948394943e+01 2.647157059433277439e-11
1.395039503950395066e+01 2.638197536765946433e-11
1.395239523952395189e+01 2.629268340711475023e-11
1.395439543954395489e+01 2.620369368610921445e-11
1.395639563956395612e+01 2.611500518152906487e-11
1.395839583958395735e+01 2.602661687372389199e-11
1.396039603960396036e+01 2.593852774649519178e-11
1.396239623962396337e+01 2.585073678708481747e-11
1.396439643964396460e+01 2.576324298616317929e-11
1.396639663966396583e+01 2.567604533781748627e-11
1.396839683968396884e+01 2.558914283954034658e-11
1.397039703970397007e+01 2.550253449221843264e-11
1.397239723972397307e+01 2.541621930012049021e-11
1.397439743974397430e+01 2.533019627088647193e-11
1.397639763976397731e+01 2.524446441551554324e-11
1.397839783978397854e+01 2.515902274835527730e-11
1.398039803980397977e+01 2.507387028708983538e-11
1.398239823982398278e+01 2.498900605272885804e-11
1.398439843984398401e+01 2.490442906959644690e-11
1.398639863986398701e+01 2.482013836531942569e-11
1.398839883988398824e+01 2.473613297081673563e-11
1.399039903990399125e+01 2.465241192028772559e-11
1.399239923992399248e+01 2.456897425120160555e-11
1.399439943994399371e+01 2.448581900428588225e-11
1.399639963996399672e+01 2.440294522351552504e-11
1.399839983998399795e+01 2.432035195610223838e-11
1.400040004000399918e+01 2.423803825248299767e-11
1.400240024002400219e+01 2.415600316630940247e-11
1.400440044004400519e+01 2.407424575443692320e-11
1.400640064006400642e+01 2.399276507691388929e-11
1.400840084008400765e+01 2.391156019697057426e-11
1.401040104010401066e+01 2.383063018100851669e-11
1.401240124012401367e+01 2.374997409858998014e-11
1.401440144014401312e+01 2.366959102242713519e-11
1.401640164016401613e+01 2.358948002837091830e-11
1.401840184018401914e+01 2.350964019540127696e-11
1.402040204020402037e+01 2.343007060561603179e-11
1.402240224022402160e+01 2.335077034422028799e-11
1.402440244024402460e+01 2.327173849951604713e-11
1.402640264026402761e+01 2.319297416289185122e-11
1.402840284028402884e+01 2.311447642881221355e-11
1.403040304030403007e+01 2.303624439480704949e-11
1.403240324032403308e+01 2.295827716146143372e-11
1.403440344034403431e+01 2.288057383240548983e-11
1.403640364036403554e+01 2.280313351430363057e-11
1.403840384038403855e+01 2.272595531684452176e-11
1.404040404040404155e+01 2.264903835273096875e-11
1.404240424042404278e+01 2.257238173766957019e-11
1.404440444044404401e+01 2.249598459036041384e-11
1.404640464046404702e+01 2.241984603248709866e-11
1.404840484048404825e+01 2.234396518870679250e-11
1.405040504050404948e+01 2.226834118663980838e-11
1.405240524052405249e+01 2.219297315685974934e-11
1.405440544054405549e+01 2.211786023288364047e-11
1.405640564056405672e+01 2.204300155116183471e-11
1.405840584058405796e+01 2.196839625106796714e-11
1.406040604060406096e+01 2.189404347488914837e-11
1.406240624062406219e+01 2.181994236781634853e-11
1.406440644064406342e+01 2.174609207793413512e-11
1.406640664066406643e+01 2.167249175621108927e-11
1.406840684068406944e+01 2.159914055649016400e-11
1.407040704070407067e+01 2.152603763547883232e-11
1.407240724072407190e+01 2.145318215273924829e-11
1.407440744074407490e+01 2.138057327067872479e-11
1.407640764076407613e+01 2.130821015454028233e-11
1.407840784078407737e+01 2.123609197239266791e-11
1.408040804080408037e+01 2.116421789512098144e-11
1.408240824082408338e+01 2.109258709641726331e-11
1.408440844084408461e+01 2.102119875277087513e-11
1.408640864086408584e+01 2.095005204345888710e-11
1.408840884088408885e+01 2.087914615053677857e-11
1.409040904090409008e+01 2.080848025882921958e-11
1.409240924092409131e+01 2.073805355592029977e-11
1.409440944094409431e+01 2.066786523214441644e-11
1.409640964096409732e+01 2.059791448057704312e-11
1.409840984098409855e+01 2.052820049702534300e-11
1.410041004100409978e+01 2.045872248001879852e-11
1.410241024102410279e+01 2.038947963080012529e-11
1.410441044104410402e+01 2.032047115331625069e-11
1.410641064106410525e+01 2.025169625420880450e-11
1.410841084108410826e+01 2.018315414280518794e-11
1.411041104110411126e+01 2.011484403110957160e-11
1.411241124112411249e+01 2.004676513379375449e-11
1.411441144114411372e+01 1.997891666818796808e-11
1.411641164116411673e+01 1.991129785427203259e-11
1.411841184118411974e+01 1.984390791466647772e-11
1.412041204120411919e+01 1.977674607462356646e-11
1.412241224122412220e+01 1.970981156201795373e-11
1.412441244124412520e+01 1.964310360733852772e-11
1.412641264126412644e+01 1.957662144367913315e-11
1.412841284128412767e+01 1.951036430672971138e-11
1.413041304130413067e+01 1.944433143476762153e-11
1.413241324132413368e+01 1.937852206864897440e-11
1.413441344134413313e+01 1.931293545179989866e-11
1.413641364136413614e+01 1.924757083020736430e-11
1.413841384138413915e+01 1.918242745241126948e-11
1.414041404140414038e+01 1.911750456949534475e-11
1.414241424142414161e+01 1.905280143507852911e-11
1.414441444144414461e+01 1.898831730530644287e-11
1.414641464146414762e+01 1.892405143884302865e-11
1.414841484148414885e+01 1.886000309686182073e-11
1.415041504150415008e+01 1.879617154303739860e-11
1.415241524152415309e+01 1.873255604353702143e-11
1.415441544154415432e+01 1.866915586701234014e-11
1.415641564156415555e+01 1.860597028459066028e-11
1.415841584158415856e+01 1.854299856986672516e-11
1.416041604160416156e+01 1.848023999889448606e-11
1.416241624162416279e+01 1.841769385017864946e-11
1.416441644164416402e+01 1.835535940466627276e-11
1.416641664166416703e+01 1.829323594573861206e-11
1.416841684168416826e+01 1.823132275920304416e-11
1.417041704170416949e+01 1.816961913328452340e-11
1.417241724172417250e+01 1.810812435861754245e-11
1.417441744174417551e+01 1.804683772823813197e-11
1.417641764176417674e+01 1.798575853757556289e-11
1.417841784178417797e+01 1.792488608444417806e-11
1.418041804180418097e+01 1.786421966903540478e-11
1.418241824182418220e+01 1.780375859390987715e-11
1.418441844184418343e+01 1.774350216398909000e-11
1.418641864186418644e+01 1.768344968654756005e-11
1.418841884188418945e+01 1.762360047120499352e-11
1.419041904190419068e+01 1.756395382991818881e-11
1.419241924192419191e+01 1.750450907697308140e-11
1.419441944194419492e+01 1.744526552897690817e-11
1.419641964196419615e+01 1.738622250485054312e-11
1.419841984198419738e+01 1.732737932582032895e-11
1.420042004200420038e+01 1.726873531541044499e-11
1.420242024202420339e+01 1.721028979943521381e-11
1.420442044204420462e+01 1.715204210599126563e-11
1.420642064206420585e+01 1.709399156544968329e-11
1.420842084208420886e+01 1.703613751044843166e-11
1.421042104210421009e+01 1.697847927588481280e-11
1.421242124212421132e+01 1.692101619890752378e-11
1.421442144214421432e+01 1.686374761890919264e-11
1.421642164216421733e+01 1.680667287751886267e-11
1.421842184218421856e+01 1.674979131859433456e-11
1.422042204220421979e+01 1.669310228821451818e-11
1.422242224222422280e+01 1.663660513467202352e-11
1.422442244224422403e+01 1.658029920846579036e-11
1.422642264226422526e+01 1.652418386229334316e-11
1.422842284228422827e+01 1.646825845104347891e-11
1.423042304230423127e+01 1.641252233178897113e-11
1.423242324232423250e+01 1.635697486377905741e-11
1.423442344234423373e+01 1.630161540843197213e-11
1.423642364236423674e+01 1.624644332932771838e-11
1.423842384238423975e+01 1.619145799220081714e-11
1.424042404240423920e+01 1.613665876493301134e-11
1.424242424242424221e+01 1.608204501754560794e-11
1.424442444244424522e+01 1.602761612219284112e-11
1.424642464246424645e+01 1.597337145315430812e-11
1.424842484248424768e+01 1.591931038682772811e-11
1.425042504250425068e+01 1.586543230172186600e-11
1.425242524252425369e+01 1.581173657844947228e-11
1.425442544254425314e+01 1.575822259972012918e-11
1.425642564256425615e+01 1.570488975033280933e-11
1.425842584258425916e+01 1.565173741716936168e-11
1.426042604260426039e+01 1.559876498918714767e-11
1.426242624262426162e+01 1.554597185741195845e-11
1.426442644264426463e+01 1.549335741493110992e-11
1.426642664266426763e+01 1.544092105688654417e-11
1.426842684268426886e+01 1.538866218046779514e-11
1.427042704270427009e+01 1.533658018490495769e-11
1.427242724272427310e+01 1.528467447146186973e-11
1.427442744274427433e+01 1.523294444342937528e-11
1.427642764276427556e+01 1.518138950611816740e-11
1.427842784278427857e+01 1.513000906685211258e-11
1.428042804280428157e+01 1.507880253496150405e-11
1.428242824282428280e+01 1.502776932177618585e-11
1.428442844284428404e+01 1.497690884061870273e-11
1.428642864286428704e+01 1.492622050679762131e-11
1.428842884288428827e+01 1.487570373760097082e-11
1.429042904290428950e+01 1.482535795228924757e-11
1.429242924292429251e+01 1.477518257208888155e-11
1.429442944294429552e+01 1.472517702018567390e-11
1.429642964296429675e+01 1.467534072171806314e-11
1.429842984298429798e+01 1.462567310377043988e-11
1.430043004300430098e+01 1.457617359536663276e-11
1.430243024302430221e+01 1.452684162746349134e-11
1.430443044304430344e+01 1.447767663294405381e-11
1.430643064306430645e+01 1.442867804661119285e-11
1.430843084308430946e+01 1.437984530518116620e-11
1.431043104310431069e+01 1.433117784727707198e-11
1.431243124312431192e+01 1.428267511342231193e-11
1.431443144314431493e+01 1.423433654603422769e-11
1.431643164316431616e+01 1.418616158941782584e-11
1.431843184318431739e+01 1.413814968975913134e-11
1.432043204320432039e+01 1.409030029511894980e-11
1.432243224322432340e+01 1.404261285542659735e-11
1.432443244324432463e+01 1.399508682247349645e-11
1.432643264326432586e+01 1.394772164990678305e-11
1.432843284328432887e+01 1.390051679322311886e-11
1.433043304330433010e+01 1.385347170976253595e-11
1.433243324332433133e+01 1.380658585870196637e-11
1.433443344334433434e+01 1.375985870104913841e-11
1.433643364336433734e+01 1.371328969963645195e-11
1.433843384338433857e+01 1.366687831911474228e-11
1.434043404340433980e+01 1.362062402594702131e-11
1.434243424342434281e+01 1.357452628840242557e-11
1.434443444344434404e+01 1.352858457655023695e-11
1.434643464346434527e+01 1.348279836225353827e-11
1.434843484348434828e+01 1.343716711916325339e-11
1.435043504350435128e+01 1.339169032271219053e-11
1.435243524352435252e+01 1.334636745010891112e-11
1.435443544354435375e+01 1.330119798033165843e-11
1.435643564356435675e+01 1.325618139412242996e-11
1.435843584358435976e+01 1.321131717398109512e-11
1.436043604360435921e+01 1.316660480415939653e-11
1.436243624362436222e+01 1.312204377065475103e-11
1.436443644364436523e+01 1.307763356120481158e-11
1.436643664366436646e+01 1.303337366528128770e-11
1.436843684368436769e+01 1.298926357408405335e-11
1.437043704370437069e+01 1.294530278053536803e-11
1.437243724372437370e+01 1.290149077927411880e-11
1.437443744374437316e+01 1.285782706664997510e-11
1.437643764376437616e+01 1.281431114071732061e-11
1.437843784378437917e+01 1.277094250122996056e-11
1.438043804380438040e+01 1.272772064963506975e-11
1.438243824382438163e+01 1.268464508906745563e-11
1.438443844384438464e+01 1.264171532434389563e-11
1.438643864386438764e+01 1.259893086195753593e-11
1.438843884388438887e+01 1.255629121007212383e-11
1.439043904390439010e+01 1.251379587851629015e-11
1.439243924392439311e+01 1.247144437877798197e-11
1.439443944394439434e+01 1.242923622399896313e-11
1.439643964396439557e+01 1.238717092896898357e-11
1.439843984398439858e+01 1.234524801012031547e-11
1.440044004400440159e+01 1.230346698552226503e-11
1.440244024402440282e+01 1.226182737487556482e-11
1.440444044404440405e+01 1.222032869950676604e-11
1.440644064406440705e+01 1.217897048236280373e-11
1.440844084408440828e+01 1.213775224800564588e-11
1.441044104410440951e+01 1.209667352260658077e-11
1.441244124412441252e+01 1.205573383394088554e-11
1.441444144414441553e+01 1.201493271138247690e-11
1.441644164416441676e+01 1.197426968589841339e-11
1.441844184418441799e+01 1.193374429004344271e-11
1.442044204420442099e+01 1.189335605795468966e-11
1.442244224422442223e+01 1.185310452534640716e-11
1.442444244424442346e+01 1.181298922950442989e-11
1.442644264426442646e+01 1.177300970928095432e-11
1.442844284428442947e+01 1.173316550508930264e-11
1.443044304430443070e+01 1.169345615889858157e-11
1.443244324432443193e+01 1.165388121422833160e-11
1.443444344434443494e+01 1.161444021614335221e-11
1.443644364436443617e+01 1.157513271124856916e-11
1.443844384438443740e+01 1.153595824768363847e-11
1.444044404440444040e+01 1.149691637511781041e-11
1.444244424442444341e+01 1.145800664474486144e-11
1.444444444444444464e+01 1.141922860927784031e-11
1.444644464446444587e+01 1.138058182294386266e-11
1.444844484448444888e+01 1.134206584147905417e-11
1.445044504450445011e+01 1.130368022212354877e-11
1.445244524452445134e+01 1.126542452361617819e-11
1.445444544454445435e+01 1.122729830618952177e-11
1.445644564456445735e+01 1.118930113156489978e-11
1.445844584458445858e+01 1.115143256294726655e-11
1.446044604460445981e+01 1.111369216502013752e-11
1.446244624462446282e+01 1.107607950394062615e-11
1.446444644464446405e+01 1.103859414733457132e-11
1.446644664466446528e+01 1.100123566429136908e-11
1.446844684468446829e+01 1.096400362535910484e-11
1.447044704470447130e+01 1.092689760253968565e-11
1.447244724472447253e+01 1.088991716928385612e-11
1.447444744474447376e+01 1.085306190048622396e-11
1.447644764476447676e+01 1.081633137248043754e-11
1.447844784478447977e+01 1.077972516303438592e-11
1.448044804480447922e+01 1.074324285134529719e-11
1.448244824482448223e+01 1.070688401803469134e-11
1.448444844484448524e+01 1.067064824514392613e-11
1.448644864486448647e+01 1.063453511612917905e-11
1.448844884488448770e+01 1.059854421585661997e-11
1.449044904490449071e+01 1.056267513059770811e-11
1.449244924492449371e+01 1.052692744802448267e-11
1.449444944494449317e+01 1.049130075720480974e-11
1.449644964496449617e+01 1.045579464859741922e-11
1.449844984498449918e+01 1.042040871404758797e-11
1.450045004500450041e+01 1.038514254678220903e-11
1.450245024502450164e+01 1.034999574140510482e-11
1.450445044504450465e+01 1.031496789389240009e-11
1.450645064506450765e+01 1.028005860158797404e-11
1.450845084508450888e+01 1.024526746319872990e-11
1.451045104510451011e+01 1.021059407878995006e-11
1.451245124512451312e+01 1.017603804978073858e-11
1.451445144514451435e+01 1.014159897893953787e-11
1.451645164516451558e+01 1.010727647037938375e-11
1.451845184518451859e+01 1.007307012955342862e-11
1.452045204520452160e+01 1.003897956325048410e-11
1.452245224522452283e+01 1.000500437959042142e-11
1.452445244524452406e+01 9.971144188019615488e-12
1.452645264526452706e+01 9.937398599306514922e-12
1.452845284528452829e+01 9.903767225537244447e-12
1.453045304530452952e+01 9.870249680110987535e-12
1.453245324532453253e+01 9.836845577735606551e-12
1.453445344534453554e+01 9.803554534423279052e-12
1.453645364536453677e+01 9.770376167486033920e-12
1.453845384538453800e+01 9.737310095531274571e-12
1.454045404540454101e+01 9.704355938457471796e-12
1.454245424542454224e+01 9.671513317449864687e-12
1.454445444544454347e+01 9.638781854975933761e-12
1.454645464546454647e+01 9.606161174781147121e-12
1.454845484548454948e+01 9.573650901884704994e-12
1.455045504550455071e+01 9.541250662575143725e-12
1.455245524552455194e+01 9.508960084406005998e-12
1.455445544554455495e+01 9.476778796191599924e-12
1.455645564556455618e+01 9.444706428002821131e-12
1.455845584558455741e+01 9.412742611162737363e-12
1.456045604560456042e+01 9.380886978242418650e-12
1.456245624562456342e+01 9.349139163056778791e-12
1.456445644564456465e+01 9.317498800660300503e-12
1.456645664566456588e+01 9.285965527342797744e-12
1.456845684568456889e+01 9.254538980625273339e-12
1.457045704570457012e+01 9.223218799255841246e-12
1.457245724572457135e+01 9.192004623205409704e-12
1.457445744574457436e+01 9.160896093663618028e-12
1.457645764576457736e+01 9.129892853034765336e-12
1.457845784578457859e+01 9.098994544933652021e-12
1.458045804580457983e+01 9.068200814181419621e-12
1.458245824582458283e+01 9.037511306801518308e-12
1.458445844584458406e+01 9.006925670015735775e-12
1.458645864586458529e+01 8.976443552239956326e-12
1.458845884588458830e+01 8.946064603080205910e-12
1.459045904590459131e+01 8.915788473328689092e-12
1.459245924592459254e+01 8.885614814959701616e-12
1.459445944594459377e+01 8.855543281125589819e-12
1.459645964596459677e+01 8.825573526152806987e-12
1.459845984598459978e+01 8.795705205537997168e-12
1.460046004600459923e+01 8.765937975943999829e-12
1.460246024602460224e+01 8.736271495195723643e-12
1.460446044604460525e+01 8.706705422276532420e-12
1.460646064606460648e+01 8.677239417324122134e-12
1.460846084608460771e+01 8.647873141626607963e-12
1.461046104610461072e+01 8.618606257618671123e-12
1.461246124612461372e+01 8.589438428877725070e-12
1.461446144614461318e+01 8.560369320120034869e-12
1.461646164616461618e+01 8.531398597196666908e-12
1.461846184618461919e+01 8.502525927089962080e-12
1.462046204620462042e+01 8.473750977909530735e-12
1.462246224622462165e+01 8.445073418888402741e-12
1.462446244624462466e+01 8.416492920379276089e-12
1.462646264626462767e+01 8.388009153850791348e-12
1.462846284628462890e+01 8.359621791883680107e-12
1.463046304630463013e+01 8.331330508166966728e-12
1.463246324632463313e+01 8.303134977494263805e-12
1.463446344634463436e+01 8.275034875760096707e-12
1.463646364636463559e+01 8.247029879956048781e-12
1.463846384638463860e+01 8.219119668167105281e-12
1.464046404640464161e+01 8.191303919567995680e-12
1.464246424642464284e+01 8.163582314419476204e-12
1.464446444644464407e+01 8.135954534064586515e-12
1.464646464646464707e+01 8.108420260925042103e-12
1.464846484648464831e+01 8.080979178497657382e-12
1.465046504650464954e+01 8.053630971350557133e-12
1.465246524652465254e+01 8.026375325119615752e-12
1.465446544654465555e+01 7.999211926504907805e-12
1.465646564656465678e+01 7.972140463267043876e-12
1.465846584658465801e+01 7.945160624223532265e-12
1.466046604660466102e+01 7.918272099245252162e-12
1.466246624662466225e+01 7.891474579252968823e-12
1.466446644664466348e+01 7.864767756213617722e-12
1.466646664666466648e+01 7.838151323136847196e-12
1.466846684668466949e+01 7.811624974071533619e-12
1.467046704670467072e+01 7.785188404102214189e-12
1.467246724672467195e+01 7.758841309345527788e-12
1.467446744674467496e+01 7.732583386946786707e-12
1.467646764676467619e+01 7.706414335076541909e-12
1.467846784678467742e+01 7.680333852926989959e-12
1.468046804680468043e+01 7.654341640708572217e-12
1.468246824682468343e+01 7.628437399646580490e-12
1.468446844684468466e+01 7.602620831977670590e-12
1.468646864686468589e+01 7.576891640946406598e-12
1.468846884688468890e+01 7.551249530801869745e-12
1.469046904690469013e+01 7.525694206794344842e-12
1.469246924692469136e+01 7.500225375171796686e-12
1.469446944694469437e+01 7.474842743176541948e-12
1.469646964696469738e+01 7.449546019041948533e-12
1.469846984698469861e+01 7.424334911989026685e-12
1.470047004700469984e+01 7.399209132223033028e-12
1.470247024702470284e+01 7.374168390930200616e-12
1.470447044704470407e+01 7.349212400274468984e-12
1.470647064706470530e+01 7.324340873394051025e-12
1.470847084708470831e+01 7.299553524398195354e-12
1.471047104710471132e+01 7.274850068363947866e-12
1.471247124712471255e+01 7.250230221332826853e-12
1.471447144714471378e+01 7.225693700307515900e-12
1.471647164716471679e+01 7.201240223248655330e-12
1.471847184718471979e+01 7.176869509071643337e-12
1.472047204720471925e+01 7.152581277643378161e-12
1.472247224722472225e+01 7.128375249778887967e-12
1.472447244724472526e+01 7.104251147238381596e-12
1.472647264726472649e+01 7.080208692723893792e-12
1.472847284728472772e+01 7.056247609876079884e-12
1.473047304730473073e+01 7.032367623271081544e-12
1.473247324732473373e+01 7.008568458417394162e-12
1.473447344734473319e+01 6.984849841752701911e-12
1.473647364736473619e+01 6.961211500640571452e-12
1.473847384738473920e+01 6.937653163367584262e-12
1.474047404740474043e+01 6.914174559140050533e-12
1.474247424742474166e+01 6.890775418080885432e-12
1.474447444744474467e+01 6.867455471226540294e-12
1.474647464746474768e+01 6.844214450523960473e-12
1.474847484748474891e+01 6.821052088827451101e-12
1.475047504750475014e+01 6.797968119895571929e-12
1.475247524752475314e+01 6.774962278388116989e-12
1.475447544754475437e+01 6.752034299863117680e-12
1.475647564756475560e+01 6.729183920773688331e-12
1.475847584758475861e+01 6.706410878465053524e-12
1.476047604760476162e+01 6.683714911171568142e-12
1.476247624762476285e+01 6.661095758013665524e-12
1.476447644764476408e+01 6.638553158994822587e-12
1.476647664766476709e+01 6.616086854998607339e-12
1.476847684768476832e+01 6.593696587785757897e-12
1.477047704770476955e+01 6.571382099991095909e-12
1.477247724772477255e+01 6.549143135120625767e-12
1.477447744774477556e+01 6.526979437548628972e-12
1.477647764776477679e+01 6.504890752514677723e-12
1.477847784778477802e+01 6.482876826120673547e-12
1.478047804780478103e+01 6.460937405327963471e-12
1.478247824782478226e+01 6.439072237954491748e-12
1.478447844784478349e+01 6.417281072671778704e-12
1.478647864786478650e+01 6.395563659002094273e-12
1.478847884788478950e+01 6.373919747315616173e-12
1.479047904790479073e+01 6.352349088827514586e-12
1.479247924792479196e+01 6.330851435595063483e-12
1.479447944794479497e+01 6.309426540514820621e-12
1.479647964796479620e+01 6.288074157319843072e-12
1.479847984798479743e+01 6.266794040576749286e-12
1.480048004800480044e+01 6.245585945682945930e-12
1.480248024802480344e+01 6.224449628863854733e-12
1.480448044804480467e+01 6.203384847170076326e-12
1.480648064806480591e+01 6.182391358474556500e-12
1.480848084808480891e+01 6.161468921469834053e-12
1.481048104810481014e+01 6.140617295665334683e-12
1.481248124812481137e+01 6.119836241384481507e-12
1.481448144814481438e+01 6.099125519762004307e-12
1.481648164816481739e+01 6.078484892741224529e-12
1.481848184818481862e+01 6.057914123071281324e-12
1.482048204820481985e+01 6.037412974304372125e-12
