# occupying energies
-8491.40021667735 -8490.91699608816 
-8491.40021667735 -8490.87828181819 
-8491.40021667735 -8490.96104158763 
-8491.40021667735 -8490.88602844121 
-8491.40021667735 -8490.91254279901 
-8491.40021667735 -8490.93232158206 
-8491.40021667735 -8490.93112451082 
-8491.40021667735 -8490.9506632121 
-8491.40021667735 -8490.9164655613 
-8491.40021667735 -8490.960627835 
-8491.40021667735 -8490.91675317948 
-8491.40021667735 -8490.92702874617 
-8491.40021667735 -8490.88373137347 
-8491.40021667735 -8490.92373255528 
-8491.40021667735 -8490.88229690154 
-8491.40021667735 -8491.00381672484 
-8491.40021667735 -8490.9387869208 
-8491.86808165287 -8491.40021667735 
-8491.40021667735 -8490.96360649333 
-8491.87204923214 -8491.40021667734 
-8491.86881728087 -8491.40021667734 
-8491.40021667735 -8490.96413667674 
-8491.40021667735 -8490.91614588743 
-8491.40021667735 -8490.92381013005 
-8491.40021667735 -8490.91747499432 
-8491.40021667735 -8490.98309139908 
-8491.40021667735 -8490.95335410666 
-8491.40021667735 -8490.97148414969 
-8491.40021667735 -8490.92804198229 
-8491.40021667735 -8490.88361991607 
-8491.40021667735 -8490.93040440307 
-8491.40021667735 -8490.9234189187 
-8491.40021667735 -8490.91630432621 
-8491.40021667735 -8490.92849478392 
-8491.40021667735 -8490.91993058114 
-8491.40021667735 -8490.87584740331 
-8491.40021667735 -8490.93130908391 
-8491.40021667735 -8490.8789821863 
-8491.40021667735 -8490.88074573957 
-8491.40021667735 -8490.87034850024 
-8491.40021667735 -8490.88042734985 
-8491.40021667735 -8490.88048062801 
-8491.40021667735 -8490.88739494104 
-8491.40021667735 -8490.92846400521 
-8491.40021667735 -8490.89083239888 
-8491.40021667735 -8490.93200966706 
-8491.40021667735 -8490.88262806364 
-8491.40021667735 -8490.87522400245 
-8491.40021667735 -8490.88075081184 
-8491.40021667735 -8490.87532851643 
-8491.40021667735 -8490.92188799008 
-8491.88387791198 -8491.40021667734 
-8491.40021667735 -8490.96018356152 
-8491.40021667735 -8490.87578042291 
-8491.40021667735 -8490.8755483311 
-8491.40021667735 -8490.90816356018 
-8491.40021667735 -8490.92839816054 
-8491.92030471766 -8491.40021667735 
-8491.40021667735 -8490.92827048796 
-8491.40021667735 -8490.9199898929 
-8491.40021667735 -8490.87105028427 
-8491.40021667735 -8490.91989931929 
-8491.40021667735 -8490.93166708911 
-8491.40021667735 -8490.88041090767 
-8491.40021667735 -8490.87552037762 
-8491.40021667735 -8490.88350917972 
-8491.40021667735 -8490.88037339944 
-8491.40021667735 -8490.91254730573 
-8491.40021667735 -8490.88385830901 
-8491.40021667735 -8490.88712591495 
-8491.40021667735 -8490.91271628451 
-8491.40021667735 -8490.8751422913 
-8491.40021667735 -8490.87881614857 
-8491.40021667735 -8490.88048458531 
-8491.40021667735 -8490.87994409272 
-8491.40021667735 -8490.87892178584 
-8491.40021667735 -8490.96444159864 
-8491.40021667735 -8490.92693501501 
-8491.40021667735 -8490.87908897571 
-8491.40021667735 -8490.91608615658 
-8491.40021667735 -8490.90962677476 
-8491.40021667735 -8490.87389224864 
-8491.40021667735 -8490.9118509531 
-8491.40021667735 -8490.88404351137 
-8491.40021667735 -8490.88374729622 
-8491.40021667735 -8490.88374505564 
-8491.40021667735 -8490.88030429216 
-8491.40021667735 -8490.88418006942 
-8491.40021667735 -8490.88034126842 
-8491.40021667735 -8490.88023215524 
-8491.40021667735 -8490.88033729482 
-8491.40021667735 -8490.92318340365 
-8491.40021667735 -8490.92838434102 
-8491.40021667735 -8490.93172754537 
-8491.40021667735 -8490.92847887798 
-8491.40021667735 -8490.88072137887 
-8491.40021667735 -8490.87552720978 
-8491.40021667735 -8490.96410126374 
-8491.40021667735 -8490.91302332151 
-8491.40021667735 -8490.87894742283 
-8491.40021667735 -8490.88019382069 
-8491.40021667735 -8490.8870616594 
-8491.40021667735 -8490.92853048944 
-8491.40021667735 -8490.91627659578 
-8491.40021667735 -8490.96473989405 
-8491.91290920635 -8491.40021667735 
-8491.40021667735 -8490.97509565485 
-8491.40021667735 -8490.97226531625 
-8491.40021667735 -8490.92864807305 
-8491.40021667735 -8490.8823336921 
-8491.40021667735 -8490.87904755431 
-8491.40021667735 -8490.88761185784 
-8491.40021667735 -8490.9291181988 
-8491.40021667735 -8490.95940149414 
-8491.91620586473 -8491.40021667734 
-8491.40021667735 -8490.95067744274 
-8491.40021667735 -8490.91266448385 
-8491.40021667735 -8490.88243096094 
-8491.40021667735 -8490.8658690814 
-8491.40021667735 -8490.88020465994 
-8491.40021667735 -8490.89565124501 
-8491.40021667735 -8490.92375815313 
-8491.89261030805 -8491.40021667734 
-8491.40021667735 -8490.9268012819 
-8491.40021667735 -8490.92351556075 
-8491.40021667735 -8490.88052650261 
-8491.40021667735 -8490.88053856613 
-8491.40021667735 -8490.92870022184 
-8491.40021667735 -8490.93029515268 
-8491.40021667735 -8491.00811541346 
-8491.40021667735 -8491.00695069836 
-8491.40021667735 -8491.02314579982 
-8491.87137901647 -8491.40021667734 
-8491.40021667735 -8490.98370201684 
-8491.40021667735 -8490.91683910833 
-8491.40021667735 -8490.90823193705 
-8491.40021667735 -8490.87944903704 
-8491.40021667735 -8490.88716350418 
-8491.40021667735 -8490.97307195013 
-8491.40021667735 -8491.04271775081 
-8491.40021667735 -8490.97653697142 
-8491.40021667735 -8490.93962501988 
-8491.40021667735 -8490.92589525103 
-8491.40021667735 -8490.91727397295 
-8491.40021667735 -8490.88388051795 
-8491.40021667735 -8490.89068680378 
-8491.40021667735 -8490.92853472435 
-8491.40021667735 -8490.92138707639 
-8491.40021667735 -8490.98292289963 
-8491.40021667735 -8490.97485091729 
-8491.40021667735 -8490.87593703081 
-8491.40021667735 -8490.88074063969 
-8491.40021667735 -8490.92862342713 
-8491.40021667735 -8491.01963217224 
-8491.40021667735 -8491.03102923215 
-8491.40021667735 -8491.06525295796 
-8491.40021667735 -8491.02408841275 
-8491.83919910385 -8491.40021667734 
-8491.40021667735 -8491.03381210412 
-8491.40021667735 -8491.02076728928 
-8491.8682749142 -8491.40021667734 
-8491.40021667735 -8490.95404882338 
-8491.40021667735 -8490.96122624263 
-8491.88773800296 -8491.40021667734 
-8491.40021667735 -8491.01703072665 
-8491.87695057922 -8491.40021667734 
-8491.40021667735 -8491.01850304259 
-8491.40021667735 -8490.97468849767 
-8491.88410026914 -8491.40021667734 
-8491.40021667735 -8490.97840122299 
-8491.40021667735 -8490.96020091325 
-8491.40021667735 -8490.92675552224 
-8491.40021667735 -8490.92217074495 
-8491.40021667735 -8490.97375343058 
-8491.40021667735 -8491.00302488024 
-8491.40021667735 -8490.97845717309 
-8491.40021667735 -8490.97628116392 
-8491.40021667735 -8490.88087255164 
-8491.40021667735 -8491.00198167863 
-8491.40021667735 -8490.93237902229 
-8491.923652305 -8491.40021667735 
-8491.40021667735 -8490.92737475899 
-8491.40021667735 -8491.01780453915 
-8491.40021667735 -8490.95059753055 
-8491.82181822498 -8491.40021667734 
-8491.40021667735 -8491.00749458266 
-8491.40021667735 -8491.00587838171 
-8491.40021667735 -8490.96981482927 
-8491.40021667735 -8490.92403040342 
-8491.40021667735 -8490.92222001961 
-8491.40021667735 -8490.98619619926 
-8491.40021667735 -8490.92694708987 
-8491.40021667735 -8490.94627115894 
-8491.40021667735 -8490.92057968946 
-8491.40021667735 -8491.00402980973 
-8491.40021667735 -8490.88243351549 
-8491.40021667735 -8490.96720418481 
-8491.40021667735 -8490.92352814381 
-8491.40021667735 -8490.96419095379 
-8491.92086138711 -8491.40021667734 
-8491.40021667735 -8491.00929959082 
-8491.40021667735 -8490.96664633881 
-8491.40021667735 -8490.87942374336 
-8491.40021667735 -8490.9422758392 
-8491.40021667735 -8490.93345070682 
-8491.40021667735 -8490.92917023492 
-8491.40021667735 -8490.99904995858 
-8491.91624151415 -8491.40021667734 
-8491.40021667735 -8490.92332227246 
-8491.40021667735 -8490.88615849659 
-8491.40021667735 -8490.88064187574 
-8491.40021667735 -8490.88797421391 
-8491.40021667735 -8490.91187162996 
-8491.40021667735 -8490.97464195555 
-8491.40021667735 -8490.91316844751 
-8491.40021667735 -8490.93235793446 
-8491.40021667735 -8490.92922006059 
-8491.40021667735 -8490.87131258201 
-8491.40021667735 -8490.96752164435 
-8491.40021667735 -8490.95527090849 
-8491.40021667735 -8490.88624785626 
-8491.40021667735 -8490.96463612327 
-8491.40021667735 -8490.98837922738 
-8491.40021667735 -8490.92010963839 
-8491.40021667735 -8490.89060819883 
-8491.40021667735 -8490.91620731423 
-8491.40021667735 -8490.88582152351 
-8491.40021667735 -8490.92629948363 
-8491.40021667735 -8490.97589401377 
-8491.40021667735 -8491.00530849573 
-8491.87788028309 -8491.40021667735 
-8491.87351227626 -8491.40021667734 
-8491.40021667735 -8490.9601065882 
-8491.40021667735 -8490.9088199247 
-8491.40021667735 -8490.92260594751 
-8491.90021177093 -8491.40021667735 
-8491.40021667735 -8491.00908310256 
-8491.83111091184 -8491.40021667734 
-8491.40021667735 -8490.98328260071 
-8491.91681993329 -8491.40021667734 
-8491.40021667735 -8491.00894541583 
-8491.40021667735 -8490.95423441251 
-8491.40021667735 -8490.93187678061 
-8491.40021667735 -8490.91863481496 
-8491.40021667735 -8490.9288656605 
-8491.40021667735 -8491.02697842657 
-8491.40021667735 -8491.03094143939 
-8491.80166921642 -8491.40021667735 
-8491.40021667735 -8490.97642203968 
-8491.40021667735 -8490.91908921971 
-8491.40021667735 -8490.97605040231 
-8491.40021667735 -8490.9751051397 
-8491.40021667735 -8491.00759737905 
-8491.40021667735 -8490.93907414255 
-8491.40021667735 -8490.92023040298 
-8491.40021667735 -8491.04665441056 
-8491.40021667735 -8490.91672790017 
-8491.40021667735 -8490.93043463423 
-8491.40021667735 -8490.88764372049 
-8491.40021667735 -8490.93196471214 
-8491.40021667735 -8490.92191022607 
-8491.40021667735 -8490.97017097274 
-8491.40021667735 -8490.93522758818 
-8491.40021667735 -8490.92872559471 
-8491.40021667735 -8490.90276176535 
-8491.40021667735 -8490.97485718545 
-8491.40021667735 -8490.88731576921 
-8491.40021667735 -8490.92824690707 
-8491.40021667735 -8490.93182928278 
-8491.40021667735 -8490.93595630329 
-8491.40021667735 -8490.98282753606 
-8491.40021667735 -8491.05762890993 
-8491.40021667735 -8490.97851809055 
-8491.40021667735 -8490.9284811157 
-8491.40021667735 -8490.92848044106 
-8491.40021667735 -8490.9225889008 
-8491.40021667735 -8491.00827895229 
-8491.82091887793 -8491.40021667734 
-8491.40021667735 -8490.87504077409 
-8491.40021667735 -8490.87564202735 
-8491.40021667735 -8490.97453150193 
-8491.40021667735 -8491.00928335684 
-8491.40021667735 -8490.87908556054 
-8491.40021667735 -8490.87552550606 
-8491.40021667735 -8490.88381593712 
-8491.40021667735 -8490.87536247292 
-8491.40021667735 -8490.91759452687 
-8491.40021667735 -8490.9254720426 
-8491.40021667735 -8490.98025594432 
-8491.88391780637 -8491.40021667734 
-8491.40021667735 -8490.98008367923 
-8491.40021667735 -8490.92511360062 
-8491.40021667735 -8490.88068815844 
-8491.40021667735 -8490.92154549004 
-8491.40021667735 -8490.96889578175 
-8491.40021667735 -8490.93542202129 
-8491.85681509723 -8491.40021667734 
-8491.40021667735 -8490.97184626504 
-8491.40021667735 -8491.01802707055 
-8491.40021667735 -8490.93306934331 
-8491.40021667735 -8490.96199821298 
-8491.40021667735 -8490.88594523189 
-8491.40021667735 -8490.92853187758 
-8491.40021667735 -8490.88008508937 
-8491.40021667735 -8490.87390897098 
-8491.40021667735 -8490.91255433457 
-8491.92006382885 -8491.40021667734 
-8491.40021667735 -8490.91606006335 
-8491.40021667735 -8490.88029205936 
-8491.40021667735 -8490.88726731491 
-8491.40021667735 -8490.88040715608 
-8491.40021667735 -8490.97542202027 
-8491.40021667735 -8490.88288037818 
-8491.40021667735 -8490.93901981254 
-8491.40021667735 -8491.0078473493 
-8491.40021667735 -8490.96432022241 
-8491.40021667735 -8490.9303080239 
-8491.40021667735 -8490.87906612028 
-8491.40021667735 -8490.88301697419 
-8491.40021667735 -8490.98278956486 
-8491.40021667735 -8490.97455983116 
-8491.81075441539 -8491.40021667734 
-8491.40021667735 -8491.04073741975 
-8491.40021667735 -8491.03020259611 
-8491.90907997005 -8491.40021667735 
-8491.40021667735 -8490.99856397452 
-8491.40021667735 -8490.95083363166 
-8491.40021667735 -8490.93184657003 
-8491.40021667735 -8490.87899154309 
-8491.40021667735 -8490.9284949465 
-8491.40021667735 -8490.92859869466 
-8491.40021667735 -8490.92698459156 
-8491.40021667735 -8490.92839057693 
-8491.40021667735 -8490.95029562408 
-8491.40021667735 -8491.0308213148 
-8491.40021667735 -8491.03097485421 
-8491.40021667735 -8490.96105202637 
-8491.40021667735 -8490.93545929709 
-8491.40021667735 -8490.88240084855 
-8491.40021667735 -8490.8955872552 
-8491.40021667735 -8490.88715952258 
-8491.40021667735 -8490.90279959064 
-8491.40021667735 -8490.92312765803 
-8491.40021667735 -8490.96964849431 
-8491.87887818666 -8491.40021667735 
-8491.40021667735 -8490.92018501408 
-8491.40021667735 -8490.91438105385 
-8491.40021667735 -8490.91920832489 
-8491.40021667735 -8491.02678427349 
-8491.87645285202 -8491.40021667735 
-8491.40021667735 -8490.95213008604 
-8491.92502939269 -8491.40021667735 
-8491.40021667735 -8490.92013293374 
-8491.40021667735 -8490.9509436351 
-8491.40021667735 -8490.89056550005 
-8491.40021667735 -8490.8786121324 
-8491.40021667735 -8490.88223162514 
-8491.40021667735 -8490.94053005983 
-8491.40021667735 -8490.91625467889 
-8491.40021667735 -8490.93069104409 
-8491.40021667735 -8490.93227785483 
-8491.40021667735 -8490.92906573 
-8491.40021667735 -8490.92865594133 
-8491.40021667735 -8490.91096280229 
-8491.40021667735 -8490.88097385651 
-8491.40021667735 -8490.91962339191 
-8491.40021667735 -8490.92383289148 
-8491.92655979975 -8491.40021667734 
-8491.91654192227 -8491.40021667734 
-8491.40021667735 -8490.93566542034 
-8491.40021667735 -8491.00432184055 
-8491.40021667735 -8490.92323258913 
-8491.40021667735 -8490.97167233967 
-8491.40021667735 -8490.88955447046 
-8491.40021667735 -8490.92395579116 
-8491.40021667735 -8490.91447693518 
-8491.40021667735 -8490.97607762246 
-8491.40021667735 -8490.95458737622 
-8491.91614791775 -8491.40021667734 
-8491.40021667735 -8490.91488321943 
-8491.40021667735 -8490.95456692031 
-8491.40021667735 -8490.88719364619 
-8491.40021667735 -8490.88701831309 
-8491.40021667735 -8490.96428002911 
-8491.40021667735 -8490.95458650449 
-8491.40021667735 -8490.92736539102 
-8491.40021667735 -8490.99195777056 
-8491.40021667735 -8490.92905692853 
-8491.90973332296 -8491.40021667734 
-8491.40021667735 -8490.92866201168 
-8491.40021667735 -8490.90661256893 
-8491.40021667735 -8490.92844426684 
-8491.40021667735 -8490.90725648452 
-8491.40021667735 -8490.92047375244 
-8491.40021667735 -8490.95112085229 
-8491.40021667735 -8490.96433942467 
-8491.86992505249 -8491.40021667735 
-8491.40021667735 -8490.97520320155 
-8491.40021667735 -8490.99819323654 
-8491.40021667735 -8490.92423368669 
-8491.40021667735 -8490.90984396272 
-8491.40021667735 -8490.92382383442 
-8491.40021667735 -8490.89083455318 
-8491.40021667735 -8490.96283328628 
-8491.40021667735 -8490.97726796434 
-8491.89425627661 -8491.40021667735 
-8491.40021667735 -8490.92035642345 
-8491.40021667735 -8490.87558096769 
-8491.40021667735 -8490.93040427499 
-8491.40021667735 -8490.97357797454 
-8491.40021667735 -8490.95988373961 
-8491.40021667735 -8490.98389824845 
-8491.40021667735 -8490.98055737586 
-8491.40021667735 -8490.96555534079 
-8491.40021667735 -8490.97681989451 
-8491.40021667735 -8490.90619815841 
-8491.40021667735 -8490.88078588522 
-8491.40021667735 -8490.8789471247 
-8491.40021667735 -8490.90771602944 
-8491.40021667735 -8490.97396355656 
-8491.87158071612 -8491.40021667734 
-8491.40021667735 -8490.99726034789 
-8491.40021667735 -8491.05697646995 
-8491.91796621992 -8491.40021667735 
-8491.40021667735 -8490.97168479055 
-8491.40021667735 -8490.91972281605 
-8491.40021667735 -8490.88095103863 
-8491.40021667735 -8490.87534240293 
-8491.40021667735 -8491.0117632869 
-8491.40021667735 -8490.97131283628 
-8491.40021667735 -8490.93127699717 
-8491.40021667735 -8490.92873062328 
-8491.40021667735 -8490.87901768546 
-8491.40021667735 -8490.97883734876 
-8491.83561519752 -8491.40021667734 
-8491.40021667735 -8491.01292987035 
-8491.89209134407 -8491.40021667734 
-8491.40021667735 -8490.98086623943 
-8491.40021667735 -8490.92976228706 
-8491.40021667735 -8490.97723370456 
-8491.89257509034 -8491.40021667734 
-8491.40021667735 -8490.92859401546 
-8491.40021667735 -8490.92134089536 
-8491.40021667735 -8491.00624742509 
-8491.40021667735 -8491.01773929594 
-8491.40021667735 -8491.01152020896 
-8491.40021667735 -8490.91538390562 
-8491.40021667735 -8490.98037521803 
-8491.40021667735 -8490.91971169475 
-8491.40021667735 -8490.97668451402 
-8491.40021667735 -8490.92039858198 
-8491.40021667735 -8490.92867784512 
-8491.40021667735 -8490.88373050024 
-8491.40021667735 -8491.05692172013 
-8491.40021667735 -8490.98331612395 
-8491.40021667735 -8490.97701041529 
-8491.40021667735 -8491.02438123171 
-8491.40021667735 -8490.97635717184 
-8491.8681935317 -8491.40021667734 
-8491.40021667735 -8491.00388121877 
-8491.40021667735 -8490.91927497507 
-8491.40021667735 -8490.97659043763 
-8491.40021667735 -8490.96668118042 
-8491.40021667735 -8490.92400216874 
-8491.40021667735 -8490.92044980059 
-8491.88902464509 -8491.40021667735 
-8491.40021667735 -8490.97193667981 
-8491.40021667735 -8490.92051496691 
-8491.40021667735 -8490.96782354522 
-8491.40021667735 -8490.92046773742 
-8491.40021667735 -8490.97167238384 
-8491.88066260013 -8491.40021667734 
-8491.40021667735 -8490.92522256573 
-8491.40021667735 -8490.93158301437 
-8491.40021667735 -8490.87897290582 
-8491.40021667735 -8490.87755965321 
-8491.40021667735 -8490.96004565216 
-8491.40021667735 -8490.88732445378 
-8491.40021667735 -8490.91088494494 
-8491.40021667735 -8490.92047843109 
-8491.89207904683 -8491.40021667734 
-8491.40021667735 -8490.99284852267 
-8491.86719562142 -8491.40021667735 
-8491.40021667735 -8490.93242007152 
-8491.40021667735 -8490.87063553683 
-8491.40021667735 -8490.88081905529 
-8491.40021667735 -8490.9267614363 
-8491.40021667735 -8490.97961613715 
-8491.40021667735 -8490.97690146226 
-8491.40021667735 -8491.01932299509 
-8491.40021667735 -8490.94118446924 
-8491.40021667735 -8490.98071627055 
-8491.40021667735 -8490.90156640704 
-8491.40021667735 -8490.91278980513 
-8491.40021667735 -8490.87579842407 
-8491.40021667735 -8490.88741248372 
-8491.40021667735 -8490.91835635801 
-8491.40021667735 -8490.91305478773 
-8491.40021667735 -8490.95587596713 
-8491.40021667735 -8490.98036529221 
-8491.91652695634 -8491.40021667734 
-8491.40021667735 -8490.97667565775 
-8491.40021667735 -8490.9113407483 
-8491.40021667735 -8490.88356128589 
-8491.40021667735 -8490.88391894391 
-8491.40021667735 -8490.99255830036 
-8491.40021667735 -8491.02512649573 
-8491.40021667735 -8490.96958276865 
-8491.40021667735 -8490.88032482153 
-8491.40021667735 -8490.88043715532 
-8491.40021667735 -8490.88390028834 
-8491.40021667735 -8490.93211002201 
-8491.40021667735 -8490.964584594 
-8491.40021667735 -8490.98006327417 
-8491.40021667735 -8490.97739738422 
-8491.40021667735 -8490.92775334764 
-8491.40021667735 -8490.96508005768 
-8491.40021667735 -8490.88407830203 
-8491.40021667735 -8490.87405937164 
-8491.40021667735 -8490.93201871831 
-8491.40021667735 -8490.91263769767 
-8491.40021667735 -8490.9387366349 
-8491.91993444776 -8491.40021667734 
-8491.40021667735 -8490.93589234146 
-8491.40021667735 -8490.95446388208 
-8491.40021667735 -8490.9136110546 
-8491.40021667735 -8490.91885776119 
-8491.40021667735 -8490.87910933956 
